6561
12800
12720
320

0 : < 0, 1 >
834 : < 0.3, 0.875 >
835 : < 0.3125, 0.875 >
836 : < 0.325, 0.875 >
837 : < 0.3375, 0.875 >
838 : < 0.35, 0.875 >
839 : < 0.3625, 0.875 >
840 : < 0.375, 0.875 >
841 : < 0.3875, 0.875 >
842 : < 0.4, 0.875 >
843 : < 0.4125, 0.875 >
844 : < 0.425, 0.875 >
845 : < 0.4375, 0.875 >
846 : < 0.45, 0.875 >
847 : < 0.4625, 0.875 >
848 : < 0.475, 0.875 >
849 : < 0.4875, 0.875 >
850 : < 0.5, 0.875 >
851 : < 0.5125, 0.875 >
852 : < 0.525, 0.875 >
853 : < 0.5375, 0.875 >
854 : < 0.55, 0.875 >
855 : < 0.5625, 0.875 >
856 : < 0.575, 0.875 >
857 : < 0.5875, 0.875 >
858 : < 0.6, 0.875 >
859 : < 0.6125, 0.875 >
860 : < 0.625, 0.875 >
861 : < 0.6375, 0.875 >
862 : < 0.65, 0.875 >
863 : < 0.6625, 0.875 >
864 : < 0.675, 0.875 >
865 : < 0.6875, 0.875 >
866 : < 0.7, 0.875 >
867 : < 0.7125, 0.875 >
868 : < 0.725, 0.875 >
869 : < 0.7375, 0.875 >
870 : < 0.75, 0.875 >
871 : < 0.7625, 0.875 >
872 : < 0.775, 0.875 >
873 : < 0.7875, 0.875 >
874 : < 0.8, 0.875 >
875 : < 0.8125, 0.875 >
876 : < 0.825, 0.875 >
877 : < 0.8375, 0.875 >
878 : < 0.85, 0.875 >
879 : < 0.8625, 0.875 >
880 : < 0.875, 0.875 >
881 : < 0.8875, 0.875 >
882 : < 0.9, 0.875 >
883 : < 0.9125, 0.875 >
884 : < 0.925, 0.875 >
885 : < 0.9375, 0.875 >
886 : < 0.95, 0.875 >
887 : < 0.9625, 0.875 >
888 : < 0.975, 0.875 >
889 : < 0.9875, 0.875 >
890 : < 1, 0.875 >
891 : < 0, 0.8625 >
892 : < 0.0125, 0.8625 >
893 : < 0.025, 0.8625 >
894 : < 0.0375, 0.8625 >
895 : < 0.05, 0.8625 >
896 : < 0.0625, 0.8625 >
897 : < 0.075, 0.8625 >
898 : < 0.0875, 0.8625 >
899 : < 0.1, 0.8625 >
900 : < 0.1125, 0.8625 >
901 : < 0.125, 0.8625 >
902 : < 0.1375, 0.8625 >
903 : < 0.15, 0.8625 >
904 : < 0.1625, 0.8625 >
905 : < 0.175, 0.8625 >
906 : < 0.1875, 0.8625 >
907 : < 0.2, 0.8625 >
908 : < 0.2125, 0.8625 >
909 : < 0.225, 0.8625 >
910 : < 0.2375, 0.8625 >
911 : < 0.25, 0.8625 >
912 : < 0.2625, 0.8625 >
913 : < 0.275, 0.8625 >
914 : < 0.2875, 0.8625 >
915 : < 0.3, 0.8625 >
916 : < 0.3125, 0.8625 >
917 : < 0.325, 0.8625 >
918 : < 0.3375, 0.8625 >
919 : < 0.35, 0.8625 >
920 : < 0.3625, 0.8625 >
921 : < 0.375, 0.8625 >
922 : < 0.3875, 0.8625 >
923 : < 0.4, 0.8625 >
924 : < 0.4125, 0.8625 >
925 : < 0.425, 0.8625 >
926 : < 0.4375, 0.8625 >
927 : < 0.45, 0.8625 >
928 : < 0.4625, 0.8625 >
929 : < 0.475, 0.8625 >
930 : < 0.4875, 0.8625 >
931 : < 0.5, 0.8625 >
932 : < 0.5125, 0.8625 >
933 : < 0.525, 0.8625 >
934 : < 0.5375, 0.8625 >
935 : < 0.55, 0.8625 >
936 : < 0.5625, 0.8625 >
937 : < 0.575, 0.8625 >
938 : < 0.5875, 0.8625 >
939 : < 0.6, 0.8625 >
940 : < 0.6125, 0.8625 >
941 : < 0.625, 0.8625 >
942 : < 0.6375, 0.8625 >
943 : < 0.65, 0.8625 >
944 : < 0.6625, 0.8625 >
945 : < 0.675, 0.8625 >
946 : < 0.6875, 0.8625 >
947 : < 0.7, 0.8625 >
948 : < 0.7125, 0.8625 >
949 : < 0.725, 0.8625 >
950 : < 0.7375, 0.8625 >
951 : < 0.75, 0.8625 >
952 : < 0.7625, 0.8625 >
953 : < 0.775, 0.8625 >
954 : < 0.7875, 0.8625 >
955 : < 0.8, 0.8625 >
956 : < 0.8125, 0.8625 >
957 : < 0.825, 0.8625 >
958 : < 0.8375, 0.8625 >
959 : < 0.85, 0.8625 >
960 : < 0.8625, 0.8625 >
961 : < 0.875, 0.8625 >
962 : < 0.8875, 0.8625 >
963 : < 0.9, 0.8625 >
964 : < 0.9125, 0.8625 >
965 : < 0.925, 0.8625 >
966 : < 0.9375, 0.8625 >
967 : < 0.95, 0.8625 >
968 : < 0.9625, 0.8625 >
969 : < 0.975, 0.8625 >
970 : < 0.9875, 0.8625 >
971 : < 1, 0.8625 >
972 : < 0, 0.85 >
973 : < 0.0125, 0.85 >
974 : < 0.025, 0.85 >
975 : < 0.0375, 0.85 >
976 : < 0.05, 0.85 >
977 : < 0.0625, 0.85 >
978 : < 0.075, 0.85 >
979 : < 0.0875, 0.85 >
980 : < 0.1, 0.85 >
981 : < 0.1125, 0.85 >
982 : < 0.125, 0.85 >
983 : < 0.1375, 0.85 >
984 : < 0.15, 0.85 >
985 : < 0.1625, 0.85 >
986 : < 0.175, 0.85 >
987 : < 0.1875, 0.85 >
988 : < 0.2, 0.85 >
989 : < 0.2125, 0.85 >
990 : < 0.225, 0.85 >
991 : < 0.2375, 0.85 >
992 : < 0.25, 0.85 >
993 : < 0.2625, 0.85 >
994 : < 0.275, 0.85 >
995 : < 0.2875, 0.85 >
996 : < 0.3, 0.85 >
997 : < 0.3125, 0.85 >
998 : < 0.325, 0.85 >
999 : < 0.3375, 0.85 >
1000 : < 0.35, 0.85 >
1001 : < 0.3625, 0.85 >
1002 : < 0.375, 0.85 >
1003 : < 0.3875, 0.85 >
1004 : < 0.4, 0.85 >
1005 : < 0.4125, 0.85 >
1006 : < 0.425, 0.85 >
1007 : < 0.4375, 0.85 >
1008 : < 0.45, 0.85 >
1009 : < 0.4625, 0.85 >
1010 : < 0.475, 0.85 >
1011 : < 0.4875, 0.85 >
1012 : < 0.5, 0.85 >
1013 : < 0.5125, 0.85 >
1014 : < 0.525, 0.85 >
1015 : < 0.5375, 0.85 >
1016 : < 0.55, 0.85 >
1017 : < 0.5625, 0.85 >
1018 : < 0.575, 0.85 >
1019 : < 0.5875, 0.85 >
1020 : < 0.6, 0.85 >
1021 : < 0.6125, 0.85 >
1022 : < 0.625, 0.85 >
1023 : < 0.6375, 0.85 >
1024 : < 0.65, 0.85 >
1025 : < 0.6625, 0.85 >
1026 : < 0.675, 0.85 >
1027 : < 0.6875, 0.85 >
1028 : < 0.7, 0.85 >
1029 : < 0.7125, 0.85 >
1030 : < 0.725, 0.85 >
1031 : < 0.7375, 0.85 >
1032 : < 0.75, 0.85 >
1033 : < 0.7625, 0.85 >
1034 : < 0.775, 0.85 >
1035 : < 0.7875, 0.85 >
1036 : < 0.8, 0.85 >
1037 : < 0.8125, 0.85 >
1038 : < 0.825, 0.85 >
1039 : < 0.8375, 0.85 >
1040 : < 0.85, 0.85 >
1041 : < 0.8625, 0.85 >
1042 : < 0.875, 0.85 >
1043 : < 0.8875, 0.85 >
1044 : < 0.9, 0.85 >
1045 : < 0.9125, 0.85 >
1046 : < 0.925, 0.85 >
1047 : < 0.9375, 0.85 >
1048 : < 0.95, 0.85 >
1049 : < 0.9625, 0.85 >
1050 : < 0.975, 0.85 >
1051 : < 0.9875, 0.85 >
1052 : < 1, 0.85 >
1053 : < 0, 0.8375 >
1054 : < 0.0125, 0.8375 >
1055 : < 0.025, 0.8375 >
1056 : < 0.0375, 0.8375 >
1057 : < 0.05, 0.8375 >
1058 : < 0.0625, 0.8375 >
1059 : < 0.075, 0.8375 >
1060 : < 0.0875, 0.8375 >
1061 : < 0.1, 0.8375 >
1062 : < 0.1125, 0.8375 >
1063 : < 0.125, 0.8375 >
1064 : < 0.1375, 0.8375 >
1065 : < 0.15, 0.8375 >
1066 : < 0.1625, 0.8375 >
1067 : < 0.175, 0.8375 >
1068 : < 0.1875, 0.8375 >
1069 : < 0.2, 0.8375 >
1070 : < 0.2125, 0.8375 >
1071 : < 0.225, 0.8375 >
1072 : < 0.2375, 0.8375 >
1073 : < 0.25, 0.8375 >
1074 : < 0.2625, 0.8375 >
1075 : < 0.275, 0.8375 >
1076 : < 0.2875, 0.8375 >
1077 : < 0.3, 0.8375 >
1078 : < 0.3125, 0.8375 >
1079 : < 0.325, 0.8375 >
1080 : < 0.3375, 0.8375 >
1081 : < 0.35, 0.8375 >
1082 : < 0.3625, 0.8375 >
1083 : < 0.375, 0.8375 >
1084 : < 0.3875, 0.8375 >
1085 : < 0.4, 0.8375 >
1086 : < 0.4125, 0.8375 >
1087 : < 0.425, 0.8375 >
1088 : < 0.4375, 0.8375 >
1089 : < 0.45, 0.8375 >
1090 : < 0.4625, 0.8375 >
1091 : < 0.475, 0.8375 >
1092 : < 0.4875, 0.8375 >
1093 : < 0.5, 0.8375 >
1094 : < 0.5125, 0.8375 >
1095 : < 0.525, 0.8375 >
1096 : < 0.5375, 0.8375 >
1097 : < 0.55, 0.8375 >
1098 : < 0.5625, 0.8375 >
1099 : < 0.575, 0.8375 >
1100 : < 0.5875, 0.8375 >
1101 : < 0.6, 0.8375 >
1102 : < 0.6125, 0.8375 >
1103 : < 0.625, 0.8375 >
1104 : < 0.6375, 0.8375 >
1105 : < 0.65, 0.8375 >
1106 : < 0.6625, 0.8375 >
1107 : < 0.675, 0.8375 >
1108 : < 0.6875, 0.8375 >
1109 : < 0.7, 0.8375 >
1110 : < 0.7125, 0.8375 >
1111 : < 0.725, 0.8375 >
1112 : < 0.7375, 0.8375 >
1113 : < 0.75, 0.8375 >
1114 : < 0.7625, 0.8375 >
1115 : < 0.775, 0.8375 >
1116 : < 0.7875, 0.8375 >
1117 : < 0.8, 0.8375 >
1118 : < 0.8125, 0.8375 >
1119 : < 0.825, 0.8375 >
1120 : < 0.8375, 0.8375 >
1121 : < 0.85, 0.8375 >
1122 : < 0.8625, 0.8375 >
1123 : < 0.875, 0.8375 >
1124 : < 0.8875, 0.8375 >
1125 : < 0.9, 0.8375 >
1126 : < 0.9125, 0.8375 >
1127 : < 0.925, 0.8375 >
1128 : < 0.9375, 0.8375 >
1129 : < 0.95, 0.8375 >
1130 : < 0.9625, 0.8375 >
1131 : < 0.975, 0.8375 >
1132 : < 0.9875, 0.8375 >
1133 : < 1, 0.8375 >
1134 : < 0, 0.825 >
1135 : < 0.0125, 0.825 >
1136 : < 0.025, 0.825 >
1137 : < 0.0375, 0.825 >
1138 : < 0.05, 0.825 >
1139 : < 0.0625, 0.825 >
1140 : < 0.075, 0.825 >
1141 : < 0.0875, 0.825 >
1142 : < 0.1, 0.825 >
1143 : < 0.1125, 0.825 >
1144 : < 0.125, 0.825 >
1145 : < 0.1375, 0.825 >
1146 : < 0.15, 0.825 >
1147 : < 0.1625, 0.825 >
1148 : < 0.175, 0.825 >
1149 : < 0.1875, 0.825 >
1150 : < 0.2, 0.825 >
1151 : < 0.2125, 0.825 >
1152 : < 0.225, 0.825 >
1153 : < 0.2375, 0.825 >
1154 : < 0.25, 0.825 >
1155 : < 0.2625, 0.825 >
1156 : < 0.275, 0.825 >
1157 : < 0.2875, 0.825 >
1158 : < 0.3, 0.825 >
1159 : < 0.3125, 0.825 >
1160 : < 0.325, 0.825 >
1161 : < 0.3375, 0.825 >
1162 : < 0.35, 0.825 >
1163 : < 0.3625, 0.825 >
1164 : < 0.375, 0.825 >
1165 : < 0.3875, 0.825 >
1166 : < 0.4, 0.825 >
1167 : < 0.4125, 0.825 >
1168 : < 0.425, 0.825 >
1169 : < 0.4375, 0.825 >
1170 : < 0.45, 0.825 >
1171 : < 0.4625, 0.825 >
1172 : < 0.475, 0.825 >
1173 : < 0.4875, 0.825 >
1174 : < 0.5, 0.825 >
1175 : < 0.5125, 0.825 >
1176 : < 0.525, 0.825 >
1177 : < 0.5375, 0.825 >
1178 : < 0.55, 0.825 >
1179 : < 0.5625, 0.825 >
1180 : < 0.575, 0.825 >
1181 : < 0.5875, 0.825 >
1182 : < 0.6, 0.825 >
1183 : < 0.6125, 0.825 >
1184 : < 0.625, 0.825 >
1185 : < 0.6375, 0.825 >
1186 : < 0.65, 0.825 >
1187 : < 0.6625, 0.825 >
1188 : < 0.675, 0.825 >
1189 : < 0.6875, 0.825 >
1190 : < 0.7, 0.825 >
1191 : < 0.7125, 0.825 >
1192 : < 0.725, 0.825 >
1193 : < 0.7375, 0.825 >
1194 : < 0.75, 0.825 >
1195 : < 0.7625, 0.825 >
1196 : < 0.775, 0.825 >
1197 : < 0.7875, 0.825 >
1198 : < 0.8, 0.825 >
1199 : < 0.8125, 0.825 >
1200 : < 0.825, 0.825 >
1201 : < 0.8375, 0.825 >
1202 : < 0.85, 0.825 >
1203 : < 0.8625, 0.825 >
1204 : < 0.875, 0.825 >
1205 : < 0.8875, 0.825 >
1206 : < 0.9, 0.825 >
1207 : < 0.9125, 0.825 >
1208 : < 0.925, 0.825 >
1209 : < 0.9375, 0.825 >
1210 : < 0.95, 0.825 >
1211 : < 0.9625, 0.825 >
1212 : < 0.975, 0.825 >
1213 : < 0.9875, 0.825 >
1214 : < 1, 0.825 >
1215 : < 0, 0.8125 >
1216 : < 0.0125, 0.8125 >
1217 : < 0.025, 0.8125 >
1218 : < 0.0375, 0.8125 >
1219 : < 0.05, 0.8125 >
1220 : < 0.0625, 0.8125 >
1221 : < 0.075, 0.8125 >
1222 : < 0.0875, 0.8125 >
1223 : < 0.1, 0.8125 >
1224 : < 0.1125, 0.8125 >
1225 : < 0.125, 0.8125 >
1226 : < 0.1375, 0.8125 >
1227 : < 0.15, 0.8125 >
1228 : < 0.1625, 0.8125 >
1229 : < 0.175, 0.8125 >
1230 : < 0.1875, 0.8125 >
1231 : < 0.2, 0.8125 >
1232 : < 0.2125, 0.8125 >
1233 : < 0.225, 0.8125 >
1234 : < 0.2375, 0.8125 >
1235 : < 0.25, 0.8125 >
1236 : < 0.2625, 0.8125 >
1237 : < 0.275, 0.8125 >
1238 : < 0.2875, 0.8125 >
1239 : < 0.3, 0.8125 >
1240 : < 0.3125, 0.8125 >
1241 : < 0.325, 0.8125 >
1242 : < 0.3375, 0.8125 >
1243 : < 0.35, 0.8125 >
1244 : < 0.3625, 0.8125 >
1245 : < 0.375, 0.8125 >
1246 : < 0.3875, 0.8125 >
1247 : < 0.4, 0.8125 >
1248 : < 0.4125, 0.8125 >
1249 : < 0.425, 0.8125 >
1250 : < 0.4375, 0.8125 >
1251 : < 0.45, 0.8125 >
1252 : < 0.4625, 0.8125 >
1253 : < 0.475, 0.8125 >
1254 : < 0.4875, 0.8125 >
1255 : < 0.5, 0.8125 >
1256 : < 0.5125, 0.8125 >
1257 : < 0.525, 0.8125 >
1258 : < 0.5375, 0.8125 >
1259 : < 0.55, 0.8125 >
1260 : < 0.5625, 0.8125 >
1261 : < 0.575, 0.8125 >
1262 : < 0.5875, 0.8125 >
1263 : < 0.6, 0.8125 >
1264 : < 0.6125, 0.8125 >
1265 : < 0.625, 0.8125 >
1266 : < 0.6375, 0.8125 >
1267 : < 0.65, 0.8125 >
1268 : < 0.6625, 0.8125 >
1269 : < 0.675, 0.8125 >
1270 : < 0.6875, 0.8125 >
1271 : < 0.7, 0.8125 >
1272 : < 0.7125, 0.8125 >
1273 : < 0.725, 0.8125 >
1274 : < 0.7375, 0.8125 >
1275 : < 0.75, 0.8125 >
1276 : < 0.7625, 0.8125 >
1277 : < 0.775, 0.8125 >
1278 : < 0.7875, 0.8125 >
1279 : < 0.8, 0.8125 >
1280 : < 0.8125, 0.8125 >
1281 : < 0.825, 0.8125 >
1282 : < 0.8375, 0.8125 >
1283 : < 0.85, 0.8125 >
1284 : < 0.8625, 0.8125 >
1285 : < 0.875, 0.8125 >
1286 : < 0.8875, 0.8125 >
1287 : < 0.9, 0.8125 >
1288 : < 0.9125, 0.8125 >
1289 : < 0.925, 0.8125 >
1290 : < 0.9375, 0.8125 >
1291 : < 0.95, 0.8125 >
1292 : < 0.9625, 0.8125 >
1293 : < 0.975, 0.8125 >
1294 : < 0.9875, 0.8125 >
1295 : < 1, 0.8125 >
1296 : < 0, 0.8 >
1297 : < 0.0125, 0.8 >
1298 : < 0.025, 0.8 >
1299 : < 0.0375, 0.8 >
1300 : < 0.05, 0.8 >
1301 : < 0.0625, 0.8 >
1302 : < 0.075, 0.8 >
1303 : < 0.0875, 0.8 >
1304 : < 0.1, 0.8 >
1305 : < 0.1125, 0.8 >
1306 : < 0.125, 0.8 >
1307 : < 0.1375, 0.8 >
1308 : < 0.15, 0.8 >
1309 : < 0.1625, 0.8 >
1310 : < 0.175, 0.8 >
1311 : < 0.1875, 0.8 >
1312 : < 0.2, 0.8 >
1313 : < 0.2125, 0.8 >
1314 : < 0.225, 0.8 >
1315 : < 0.2375, 0.8 >
1316 : < 0.25, 0.8 >
1317 : < 0.2625, 0.8 >
1318 : < 0.275, 0.8 >
1319 : < 0.2875, 0.8 >
1320 : < 0.3, 0.8 >
1321 : < 0.3125, 0.8 >
1322 : < 0.325, 0.8 >
1323 : < 0.3375, 0.8 >
1324 : < 0.35, 0.8 >
1325 : < 0.3625, 0.8 >
1326 : < 0.375, 0.8 >
1327 : < 0.3875, 0.8 >
1328 : < 0.4, 0.8 >
1329 : < 0.4125, 0.8 >
1330 : < 0.425, 0.8 >
1331 : < 0.4375, 0.8 >
1332 : < 0.45, 0.8 >
1333 : < 0.4625, 0.8 >
1334 : < 0.475, 0.8 >
1335 : < 0.4875, 0.8 >
1336 : < 0.5, 0.8 >
1337 : < 0.5125, 0.8 >
1338 : < 0.525, 0.8 >
1339 : < 0.5375, 0.8 >
1340 : < 0.55, 0.8 >
1341 : < 0.5625, 0.8 >
1342 : < 0.575, 0.8 >
1343 : < 0.5875, 0.8 >
1344 : < 0.6, 0.8 >
1345 : < 0.6125, 0.8 >
1346 : < 0.625, 0.8 >
1347 : < 0.6375, 0.8 >
1348 : < 0.65, 0.8 >
1349 : < 0.6625, 0.8 >
1350 : < 0.675, 0.8 >
1351 : < 0.6875, 0.8 >
1352 : < 0.7, 0.8 >
1353 : < 0.7125, 0.8 >
1354 : < 0.725, 0.8 >
1355 : < 0.7375, 0.8 >
1356 : < 0.75, 0.8 >
1357 : < 0.7625, 0.8 >
1358 : < 0.775, 0.8 >
1359 : < 0.7875, 0.8 >
1360 : < 0.8, 0.8 >
1361 : < 0.8125, 0.8 >
1362 : < 0.825, 0.8 >
1363 : < 0.8375, 0.8 >
1364 : < 0.85, 0.8 >
1365 : < 0.8625, 0.8 >
1366 : < 0.875, 0.8 >
1367 : < 0.8875, 0.8 >
1368 : < 0.9, 0.8 >
1369 : < 0.9125, 0.8 >
1370 : < 0.925, 0.8 >
1371 : < 0.9375, 0.8 >
1372 : < 0.95, 0.8 >
1373 : < 0.9625, 0.8 >
1374 : < 0.975, 0.8 >
1375 : < 0.9875, 0.8 >
1376 : < 1, 0.8 >
1377 : < 0, 0.7875 >
1378 : < 0.0125, 0.7875 >
1379 : < 0.025, 0.7875 >
1380 : < 0.0375, 0.7875 >
1381 : < 0.05, 0.7875 >
1382 : < 0.0625, 0.7875 >
1383 : < 0.075, 0.7875 >
1384 : < 0.0875, 0.7875 >
1385 : < 0.1, 0.7875 >
1386 : < 0.1125, 0.7875 >
1387 : < 0.125, 0.7875 >
1388 : < 0.1375, 0.7875 >
1389 : < 0.15, 0.7875 >
1390 : < 0.1625, 0.7875 >
1391 : < 0.175, 0.7875 >
1392 : < 0.1875, 0.7875 >
1393 : < 0.2, 0.7875 >
1394 : < 0.2125, 0.7875 >
1395 : < 0.225, 0.7875 >
1396 : < 0.2375, 0.7875 >
1397 : < 0.25, 0.7875 >
1398 : < 0.2625, 0.7875 >
1399 : < 0.275, 0.7875 >
1400 : < 0.2875, 0.7875 >
1401 : < 0.3, 0.7875 >
1402 : < 0.3125, 0.7875 >
1403 : < 0.325, 0.7875 >
1404 : < 0.3375, 0.7875 >
1405 : < 0.35, 0.7875 >
1406 : < 0.3625, 0.7875 >
1407 : < 0.375, 0.7875 >
1408 : < 0.3875, 0.7875 >
1409 : < 0.4, 0.7875 >
1410 : < 0.4125, 0.7875 >
1411 : < 0.425, 0.7875 >
1412 : < 0.4375, 0.7875 >
1413 : < 0.45, 0.7875 >
1414 : < 0.4625, 0.7875 >
1415 : < 0.475, 0.7875 >
1416 : < 0.4875, 0.7875 >
1417 : < 0.5, 0.7875 >
1418 : < 0.5125, 0.7875 >
1419 : < 0.525, 0.7875 >
1420 : < 0.5375, 0.7875 >
1421 : < 0.55, 0.7875 >
1422 : < 0.5625, 0.7875 >
1423 : < 0.575, 0.7875 >
1424 : < 0.5875, 0.7875 >
1425 : < 0.6, 0.7875 >
1426 : < 0.6125, 0.7875 >
1427 : < 0.625, 0.7875 >
1428 : < 0.6375, 0.7875 >
1429 : < 0.65, 0.7875 >
1430 : < 0.6625, 0.7875 >
1431 : < 0.675, 0.7875 >
1432 : < 0.6875, 0.7875 >
1433 : < 0.7, 0.7875 >
1434 : < 0.7125, 0.7875 >
1435 : < 0.725, 0.7875 >
1436 : < 0.7375, 0.7875 >
1437 : < 0.75, 0.7875 >
1438 : < 0.7625, 0.7875 >
1439 : < 0.775, 0.7875 >
1440 : < 0.7875, 0.7875 >
1441 : < 0.8, 0.7875 >
1442 : < 0.8125, 0.7875 >
1443 : < 0.825, 0.7875 >
1444 : < 0.8375, 0.7875 >
1445 : < 0.85, 0.7875 >
1446 : < 0.8625, 0.7875 >
1447 : < 0.875, 0.7875 >
1448 : < 0.8875, 0.7875 >
1449 : < 0.9, 0.7875 >
1450 : < 0.9125, 0.7875 >
1451 : < 0.925, 0.7875 >
1452 : < 0.9375, 0.7875 >
1453 : < 0.95, 0.7875 >
1454 : < 0.9625, 0.7875 >
1455 : < 0.975, 0.7875 >
1456 : < 0.9875, 0.7875 >
1457 : < 1, 0.7875 >
1458 : < 0, 0.775 >
1459 : < 0.0125, 0.775 >
1460 : < 0.025, 0.775 >
1461 : < 0.0375, 0.775 >
1462 : < 0.05, 0.775 >
1463 : < 0.0625, 0.775 >
1464 : < 0.075, 0.775 >
1465 : < 0.0875, 0.775 >
1466 : < 0.1, 0.775 >
1467 : < 0.1125, 0.775 >
1468 : < 0.125, 0.775 >
1469 : < 0.1375, 0.775 >
1470 : < 0.15, 0.775 >
1471 : < 0.1625, 0.775 >
1472 : < 0.175, 0.775 >
1473 : < 0.1875, 0.775 >
1474 : < 0.2, 0.775 >
1475 : < 0.2125, 0.775 >
1476 : < 0.225, 0.775 >
1477 : < 0.2375, 0.775 >
1478 : < 0.25, 0.775 >
1479 : < 0.2625, 0.775 >
1480 : < 0.275, 0.775 >
1481 : < 0.2875, 0.775 >
1482 : < 0.3, 0.775 >
1483 : < 0.3125, 0.775 >
1484 : < 0.325, 0.775 >
1485 : < 0.3375, 0.775 >
1486 : < 0.35, 0.775 >
1487 : < 0.3625, 0.775 >
1488 : < 0.375, 0.775 >
1489 : < 0.3875, 0.775 >
1490 : < 0.4, 0.775 >
1491 : < 0.4125, 0.775 >
1492 : < 0.425, 0.775 >
1493 : < 0.4375, 0.775 >
1494 : < 0.45, 0.775 >
1495 : < 0.4625, 0.775 >
1496 : < 0.475, 0.775 >
1497 : < 0.4875, 0.775 >
1498 : < 0.5, 0.775 >
1499 : < 0.5125, 0.775 >
1500 : < 0.525, 0.775 >
1501 : < 0.5375, 0.775 >
1502 : < 0.55, 0.775 >
1503 : < 0.5625, 0.775 >
1504 : < 0.575, 0.775 >
1505 : < 0.5875, 0.775 >
1506 : < 0.6, 0.775 >
1507 : < 0.6125, 0.775 >
1508 : < 0.625, 0.775 >
1509 : < 0.6375, 0.775 >
1510 : < 0.65, 0.775 >
1511 : < 0.6625, 0.775 >
1512 : < 0.675, 0.775 >
1513 : < 0.6875, 0.775 >
1514 : < 0.7, 0.775 >
1515 : < 0.7125, 0.775 >
1516 : < 0.725, 0.775 >
1517 : < 0.7375, 0.775 >
1518 : < 0.75, 0.775 >
1519 : < 0.7625, 0.775 >
1520 : < 0.775, 0.775 >
1521 : < 0.7875, 0.775 >
1522 : < 0.8, 0.775 >
1523 : < 0.8125, 0.775 >
1524 : < 0.825, 0.775 >
1525 : < 0.8375, 0.775 >
1526 : < 0.85, 0.775 >
1527 : < 0.8625, 0.775 >
1528 : < 0.875, 0.775 >
1529 : < 0.8875, 0.775 >
1530 : < 0.9, 0.775 >
1531 : < 0.9125, 0.775 >
1532 : < 0.925, 0.775 >
1533 : < 0.9375, 0.775 >
1534 : < 0.95, 0.775 >
1535 : < 0.9625, 0.775 >
1536 : < 0.975, 0.775 >
1537 : < 0.9875, 0.775 >
1538 : < 1, 0.775 >
1539 : < 0, 0.7625 >
1540 : < 0.0125, 0.7625 >
1541 : < 0.025, 0.7625 >
1542 : < 0.0375, 0.7625 >
1543 : < 0.05, 0.7625 >
1544 : < 0.0625, 0.7625 >
1545 : < 0.075, 0.7625 >
1546 : < 0.0875, 0.7625 >
1547 : < 0.1, 0.7625 >
1548 : < 0.1125, 0.7625 >
1549 : < 0.125, 0.7625 >
1550 : < 0.1375, 0.7625 >
1551 : < 0.15, 0.7625 >
1552 : < 0.1625, 0.7625 >
1553 : < 0.175, 0.7625 >
1554 : < 0.1875, 0.7625 >
1555 : < 0.2, 0.7625 >
1556 : < 0.2125, 0.7625 >
1557 : < 0.225, 0.7625 >
1558 : < 0.2375, 0.7625 >
1559 : < 0.25, 0.7625 >
1560 : < 0.2625, 0.7625 >
1561 : < 0.275, 0.7625 >
1562 : < 0.2875, 0.7625 >
1563 : < 0.3, 0.7625 >
1564 : < 0.3125, 0.7625 >
1565 : < 0.325, 0.7625 >
1566 : < 0.3375, 0.7625 >
1567 : < 0.35, 0.7625 >
1568 : < 0.3625, 0.7625 >
1569 : < 0.375, 0.7625 >
1570 : < 0.3875, 0.7625 >
1571 : < 0.4, 0.7625 >
1572 : < 0.4125, 0.7625 >
1573 : < 0.425, 0.7625 >
1574 : < 0.4375, 0.7625 >
1575 : < 0.45, 0.7625 >
1576 : < 0.4625, 0.7625 >
1577 : < 0.475, 0.7625 >
1578 : < 0.4875, 0.7625 >
1579 : < 0.5, 0.7625 >
1580 : < 0.5125, 0.7625 >
1581 : < 0.525, 0.7625 >
1582 : < 0.5375, 0.7625 >
1583 : < 0.55, 0.7625 >
1584 : < 0.5625, 0.7625 >
1585 : < 0.575, 0.7625 >
1586 : < 0.5875, 0.7625 >
1587 : < 0.6, 0.7625 >
1588 : < 0.6125, 0.7625 >
1589 : < 0.625, 0.7625 >
1590 : < 0.6375, 0.7625 >
1591 : < 0.65, 0.7625 >
1592 : < 0.6625, 0.7625 >
1593 : < 0.675, 0.7625 >
1594 : < 0.6875, 0.7625 >
1595 : < 0.7, 0.7625 >
1596 : < 0.7125, 0.7625 >
1597 : < 0.725, 0.7625 >
1598 : < 0.7375, 0.7625 >
1599 : < 0.75, 0.7625 >
1600 : < 0.7625, 0.7625 >
1601 : < 0.775, 0.7625 >
1602 : < 0.7875, 0.7625 >
1603 : < 0.8, 0.7625 >
1604 : < 0.8125, 0.7625 >
1605 : < 0.825, 0.7625 >
1606 : < 0.8375, 0.7625 >
1607 : < 0.85, 0.7625 >
1608 : < 0.8625, 0.7625 >
1609 : < 0.875, 0.7625 >
1610 : < 0.8875, 0.7625 >
1611 : < 0.9, 0.7625 >
1612 : < 0.9125, 0.7625 >
1613 : < 0.925, 0.7625 >
1614 : < 0.9375, 0.7625 >
1615 : < 0.95, 0.7625 >
1616 : < 0.9625, 0.7625 >
1617 : < 0.975, 0.7625 >
1618 : < 0.9875, 0.7625 >
1619 : < 1, 0.7625 >
1620 : < 0, 0.75 >
